Store,Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Beverage_prep, Total Fat (g),Trans Fat (g) , Sodium (mg), Total Carbohydrates (g) , Dietary Fibre (g), Sugars (g), Protein (g) ,Vitamin A (% DV) ,Vitamin C (% DV), Calcium (% DV) ,Iron (% DV) ,Caffeine (mg)
Dunkin,Iced Macchiato,Iced Macchiato with Whole Milk - Small,Small,80,4,2.5,0,10,70,7,0,6,0,4,2,256,147,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Whole Milk and Sugar - Large,Large,290,8,4.5,0,25,140,49,0,46,35,8,3,466,294,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Whole Milk and Sugar - Small,Small,150,4,2.5,0,10,70,25,0,23,17,4,2,256,148,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Iced Macchiato with Whole Milk and Sugar- Medium,Medium,220,6,3.5,0,20,105,37,0,35,26,6,2,356,220,0,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Mocha Swirl Iced Macchiato with Skim Milk - Large,Large,300,1,0.5,0,5,160,65,2,58,46,10,3,876,327,2,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Mocha Swirl Iced Macchiato with Skim Milk - Medium,Medium,230,1,0.5,0,5,125,49,2,43,34,7,2,664,245,2,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Mocha Swirl Iced Macchiato with Skim Milk - Small,Small,150,0.5,0,0,0,85,33,1,29,23,5,1,461,164,1,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Mocha Swirl Iced Macchiato with Whole Milk - Large,Large,370,9,5,0,25,170,64,2,57,46,9,3,816,305,2,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Mocha Swirl Iced Macchiato with Whole Milk - Medium,Medium,280,7,4,0,20,125,48,2,43,34,7,2,619,228,2,,,,,,,,,,,,,
Dunkin,Iced Macchiato,Mocha Swirl Iced Macchiato with Whole Milk - Small,Small,180,4.5,2.5,0,10,85,32,1,29,23,5,2,431,153,1,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Egg and Cheese Pancake Wake-Up Wrap® with Dipping Syrup,1 Wrap,290,13,4.5,0,105,630,37,1,20,19,8,1,113,114,1,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Sweet Black Pepper Bacon Breakfast Sandwich,1 Sandwich,670,43,16,0,185,970,49,2,11,10,21,4,198,212,4,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Sweet Black Pepper Bacon Wake-Up Wrap,1 Wrap,280,17,7,0,105,580,19,1,3,3,12,1,97,208,2,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,"Kosher Sweet Black Pepper Bacon, Egg, and Cheese Pancake Wake-Up Wrap® with Dipping Syrup",1 Wrap,370,18,7,0,110,690,41,1,23,22,12,1,117,199,1,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,"Kosher Veggie Bacon, Egg, and Cheese Pancake Wake-Up Wrap® with Dipping Syrup",1 Wrap,320,15,4.5,0,105,740,38,1,20,19,9,1,121,118,1,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,"Kosher Veggie Sausage, Egg, and Cheese Pancake Wake-Up Wrap® with Dipping Syrup",1 Wrap,330,14,4.5,0,105,760,39,1,20,19,13,1,164,124,2,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Dunkin' Double Veggie Sausage Sandwich,1 Sandwich,600,18,6,0,180,1460,74,6,8,5,37,1,439,163,8,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Egg and Cheese Wake Up Wrap,1 Wrap,170,10,4,0,95,410,14,0,1,0,7,1,86,120,1,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Egg and Cheese on an English Muffin,1 Sandwich,340,14,5,0,180,600,38,1,3,3,14,2,164,112,3,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Sourdough Breakfast Sandwich,1 Sandwich,660,34,10,0,345,1470,61,3,1,0,29,2,323,234,6,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Tuna Melt on a Croissant,1 Sandwich,630,42,15,0,65,820,38,1,5,5,24,3,82,166,3,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Tuna Salad on a Plain Bagel,1 Sandwich,510,17,3,0,45,1060,64,4,7,4,24,0,130,23,4,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Veggie Bacon Egg and Cheese on a Plain Bagel,1 Sandwich,510,17,5,0,180,1170,68,4,7,4,21,1,251,130,5,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Veggie Bacon Wake-Up Wrap,1 Wrap,200,12,4.5,0,95,520,15,0,1,0,8,1,94,124,1,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Veggie Sausage Egg and Cheese on a Croissant,1 Sandwich,570,33,13,0,180,840,44,2,6,5,23,4,268,132,5,,,,,,,,,,,,,
Dunkin,Kosher Sandwiches and Wraps,Kosher Veggie Sausage Wake-Up Wrap,1 Wrap,210,11,4,0,95,540,16,1,1,1,11,1,138,130,2,,,,,,,,,,,,,
Dunkin,Munchkins,Butternut Munchkins,1 Donut Hole,90,4,2,0,5,70,12,0,7,7,1,0,16,4,0,,,,,,,,,,,,,
Dunkin,Munchkins,Cinnamon Munchkins,1 Donut Hole,60,3.5,1.5,0,5,65,6,0,2,2,1,0,7,4,0,,,,,,,,,,,,,
Dunkin,Munchkins,Glazed Blueberry Munchkins,1 Donut Hole,60,2.5,1,0,5,75,9,0,5,4,1,0,12,5,0,,,,,,,,,,,,,
Dunkin,Munchkins,Glazed Chocolate Munchkins,1 Donut Hole,60,3.5,1.5,0,0,80,8,0,4,4,1,0,31,6,0,,,,,,,,,,,,,
Dunkin,Munchkins,Glazed Munchkins,1 Donut Hole,60,3,1.5,0,0,60,7,0,3,3,1,0,11,2,0,,,,,,,,,,,,,
Dunkin,Munchkins,Glazed Old Fashioned Munchkins,1 Donut Hole,70,3,1.5,0,5,65,8,0,4,4,1,0,7,3,0,,,,,,,,,,,,,
Dunkin,Munchkins,Jelly Munchkins,1 Donut Hole,60,3,1.5,0,0,65,8,0,3,3,1,0,11,3,0,,,,,,,,,,,,,
Dunkin,Munchkins,Old Fashioned Munchkins,1 Donut Hole,50,3,1.5,0,5,65,6,0,2,1,1,0,6,3,0,,,,,,,,,,,,,
Dunkin,Munchkins,Powdered Munchkins,1 Donut Hole,60,3.5,1.5,0,5,65,7,0,2,2,1,0,6,3,0,,,,,,,,,,,,,
Dunkin,Omelet Bites,Bacon & Cheddar Omelet Bites,2 Omelet Bites,280,19,10,0.5,185,520,7,0,2,0,17,5,156,238,1,,,,,,,,,,,,,
Dunkin,Omelet Bites,Egg White & Veggie Omelet Bites,2 Omelet Bites,180,11,7,0,30,460,7,0,2,0,13,0,179,204,0,,,,,,,,,,,,,
Dunkin,Other Bakery,Lemon Loaf,1 Slice,450,22,6,0,75,310,58,1,41,40,5,0,71,34,1,,,,,,,,,,,,,
Dunkin,Other Bakery,English Muffin,1 Muffin,190,2,0,0,0,270,35,1,3,3,6,0,56,10,2,,,,,,,,,,,,,
Dunkin,Other Bakery,Plain Croissant,1 Croissant,340,19,8,0,0,250,37,1,5,5,6,3,57,10,2,,,,,,,,,,,,,
Dunkin,Packaged coffee,Pumpkin K-Cup® Pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Sandwiches,"Bacon, Egg, and Cheese Pancake Wake-Up Wrap® with Dipping Syrup",1 Wrap,330,16,5,0,110,780,36,1,20,19,11,1,136,126,1,,,,,,,,,,,,,
Dunkin,Sandwiches,Egg and Cheese Pancake Wake-Up Wrap® with Dipping Syrup,1 Wrap,300,13,4.5,0,105,680,37,1,20,19,9,1,100,127,1,,,,,,,,,,,,,
Dunkin,Sandwiches,"Sausage, Egg, and Cheese Pancake Wake-Up Wrap® with Dipping Syrup",1 Wrap,400,23,8,0,125,900,37,1,20,19,12,1,152,138,1,,,,,,,,,,,,,
Dunkin,Sandwiches,Sweet Black Pepper Bacon Breakfast Sandwich,1 Sandwich,650,41,17,0,205,850,46,1,11,10,23,4,257,197,3,,,,,,,,,,,,,
Dunkin,Sandwiches,Sweet Black Pepper Bacon Wake- Up Wrap,1 Wrap,280,18,7,0,115,560,18,1,4,4,13,1,135,200,1,,,,,,,,,,,,,
Dunkin,Sandwiches,"Sweet Black Pepper Bacon, Egg, and Cheese Pancake Wake-Up Wrap® with Dipping Syrup",1 Wrap,370,18,7,0,115,680,39,1,23,22,13,1,140,192,1,,,,,,,,,,,,,
Dunkin,Sandwiches,"Bacon, Egg and Cheese Wake-Up Wrap",1 Wrap,220,13,5,0,105,590,15,0,1,1,10,1,112,134,1,,,,,,,,,,,,,
Dunkin,Sandwiches,"Bacon, Egg and Cheese on Croissant",1 Sandwich,560,36,14,0,190,820,41,1,6,5,18,4,210,126,3,,,,,,,,,,,,,
Dunkin,Sandwiches,"Bacon, Egg and Cheese on English Muffin",1 Sandwich,400,19,7,0,190,840,39,1,4,4,18,2,209,126,3,,,,,,,,,,,,,
Dunkin,Sandwiches,"Bacon, Egg and Cheese on a Plain Bagel",1 Sandwich,520,18,6,0,190,"1,200",67,4,8,5,23,1,280,137,5,,,,,,,,,,,,,
Dunkin,Sandwiches,Double Sausage Breakfast Sandwich,1 Sandwich,900,54,19,0,265,1980,70,5,8,4,33,2,439,189,6,,,,,,,,,,,,,
Dunkin,Sandwiches,Egg and Cheese Wake-Up Wrap,1 Wrap,180,10,4,0,95,470,14,0,1,0,7,1,74,132,1,,,,,,,,,,,,,
Dunkin,Sandwiches,Egg and Cheese on Croissant,1 Sandwich,500,31,13,0,175,640,40,1,6,5,15,4,153,125,3,,,,,,,,,,,,,
Dunkin,Sandwiches,Egg and Cheese on English Muffin,1 Sandwich,340,15,5,0,175,650,38,1,4,3,14,2,151,124,3,,,,,,,,,,,,,
Dunkin,Sandwiches,Egg and Cheese on a Plain Bagel,1 Sandwich,460,13,5,0,175,1010,66,4,8,4,19,1,222,135,4,,,,,,,,,,,,,
Dunkin,Sandwiches,Grilled Cheese,1 Sandwich,480,20,11,0,55,1120,54,3,1,0,21,0,167,407,4,,,,,,,,,,,,,
Dunkin,Sandwiches,"Sausage, Egg and Cheese Wake-Up Wrap",1 Wrap,290,21,8,0,120,710,15,1,1,0,10,1,128,146,2,,,,,,,,,,,,,
Dunkin,Sandwiches,"Sausage, Egg and Cheese on Croissant",1 Sandwich,720,52,20,0,220,1120,42,2,6,5,21,5,261,152,4,,,,,,,,,,,,,
Dunkin,Sandwiches,"Sausage, Egg and Cheese on English Muffin",1 Sandwich,560,35,12,0,220,"1,140",40,2,4,3,21,2,260,151,3,,,,,,,,,,,,,
Dunkin,Sandwiches,"Sausage, Egg and Cheese on a Plain Bagel",1 Sandwich,680,34,12,0,220,"1,500",68,5,8,4,26,2,330,162,5,,,,,,,,,,,,,
Dunkin,Sandwiches,Sourdough Breakfast Sandwich,1 Sandwich,650,32,11,0,365,1360,58,3,2,1,31,2,383,220,5,,,,,,,,,,,,,
Dunkin,Sandwiches,Spam Breakfast Sandwich,1 Sandwich,630,42,17,0,200,1210,41,1,6,5,20,4,251,129,3,,,,,,,,,,,,,
Dunkin,Sandwiches,Turkey Sausage Sandwich on English Muffin,1 Sandwich,470,25,8,0,215,1080,39,1,4,3,23,2,249,130,3,,,,,,,,,,,,,
Dunkin,Sandwiches,Turkey Sausage Wake Up Wrap,1 Wrap,240,15,6,0,115,680,15,0,1,1,11,1,122,135,2,,,,,,,,,,,,,
Dunkin,Snacking Bacon,Sweet Black Pepper Snacking Bacon,8 Pieces,190,12,4.5,0,35,500,10,0,9,9,10,0,171,17,1,,,,,,,,,,,,,
Dunkin,Stuffed Bagel Minis,Stuffed Bagel Minis - Everything,2 Bagel Minis,260,12,7,0,30,400,34,3,5,2,8,0,120,60,2,,,,,,,,,,,,,
Dunkin,Stuffed Bagel Minis,Stuffed Bagel Minis - Plain,2 Bagel Minis,240,10,6,0,30,400,32,2,5,2,7,0,120,45,2,,,,,,,,,,,,,
Dunkin,Avocado Toast,Avocado Spread,1 Unit,80,7,1,0,0,200,4,3,0,0,1,0,232,6,0,,,,,,,,,,,,,
Dunkin,Avocado Toast,Avocado Toast,1 Piece,240,11,1.5,0,0,530,34,6,1,0,6,0,371,47,2,,,,,,,,,,,,,
Dunkin,Avocado Toast,Bacon Topped Avocado Toast,1 Piece,290,14,3.5,0,15,740,32,5,2,1,10,0,378,26,2,,,,,,,,,,,,,
Dunkin,Bagels,Cinnamon Raisin Bagel,1 Bagel,320,1,0,0,0,510,67,4,13,6,11,0,160,38,3,,,,,,,,,,,,,
Dunkin,Bagels,Everything Bagel,1 Bagel,340,3,0.5,0,0,630,67,5,8,4,12,0,182,57,4,,,,,,,,,,,,,
Dunkin,Bagels,Multigrain Bagel,1 Bagel,380,8,1,0,0,550,63,8,8,7,15,0,297,52,5,,,,,,,,,,,,,
Dunkin,Bagels,Plain Bagel,1 Bagel,300,1,0,0,0,620,64,4,7,4,11,0,126,20,4,,,,,,,,,,,,,
Dunkin,Bagels,Sesame Seed Bagel,1 Bagel,350,5,1,0,0,630,64,5,7,4,12,0,152,24,4,,,,,,,,,,,,,
Dunkin,Bagels,White Cheddar Bagel Twist,1 Bagel Twist,390,8,4.5,0,20,760,64,4,7,4,16,0,142,171,4,,,,,,,,,,,,,
Dunkin,Condiments,Butter Packet,1 Packet,35,4,2.5,0,10,30,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Dunkin,Condiments,Butter Spread with Canola Oil,1 Portion,100,11,4,0,15,85,0,0,0,0,0,0,3,3,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Blue Raspberry Coolatta® - Large,Large,460,0,0,0,0,60,112,0,110,110,0,0,9,24,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Blue Raspberry Coolatta® - Medium,Medium,350,0,0,0,0,45,84,0,83,83,0,0,7,18,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Blue Raspberry Coolatta® - Small,Small,230,0,0,0,0,30,56,0,55,55,0,0,4,10,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Strawberry Coolatta® - Large,Large,470,0,0,0,0,25,115,1,110,106,0,0,124,32,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Strawberry Coolatta® - Medium,Medium,350,0,0,0,0,15,86,1,83,80,0,0,93,24,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Strawberry Coolatta® - Small,Small,240,0,0,0,0,10,57,1,55,53,0,0,62,16,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Vanilla Bean Coolatta® - Large,Large,790,6,3.5,0,20,320,172,0,167,150,10,2,456,379,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Vanilla Bean Coolatta® - Medium,Medium,590,4.5,2.5,0,15,240,129,0,125,113,7,2,342,284,0,,,,,,,,,,,,,
Dunkin,Coolatta®,Vanilla Bean Coolatta® - Small,Small,390,3,1.5,0,10,160,86,0,83,75,5,1,228,190,0,,,,,,,,,,,,,
Dunkin,Cream Cheese Spread,Classic Plain Cream Cheese Spread,1 Unit,120,12,8,0,40,200,3,0,3,0,2,0,0,36,0,,,,,,,,,,,,,
Dunkin,Cream Cheese Spread,Garden Veggie Cream Cheese Spread,1 Unit,100,10,6,0,35,200,2,0,1,0,2,0,0,33,0,,,,,,,,,,,,,
Dunkin,Cream Cheese Spread,Strawberry Cream Cheese Spread,1 Unit,130,10,6,0,30,100,9,0,8,7,2,0,0,32,0,,,,,,,,,,,,,
Dunkin,Dunkin' Coconut Refreshers,Mango Pineapple Dunkin' Coconut Refresher - Large,Large,230,6,5,0,0,90,44,0,39,39,1,5,475,774,1,,,,,,,,,,,,,
Dunkin,Dunkin' Coconut Refreshers,Mango Pineapple Dunkin' Coconut Refresher - Medium,Medium,170,4.5,3.5,0,0,65,33,0,30,29,1,4,356,580,1,,,,,,,,,,,,,
Dunkin,Dunkin' Coconut Refreshers,Mango Pineapple Dunkin' Coconut Refresher - Small,Small,120,3,2.5,0,0,45,22,0,20,19,0,2,237,387,0,,,,,,,,,,,,,
Dunkin,Dunkin' Coconut Refreshers,Strawberry Dragonfruit Dunkin' Coconut Refresher - Large,Large,230,6,4.5,0,0,85,41,0,37,37,1,5,475,773,1,,,,,,,,,,,,,
Dunkin,Dunkin' Coconut Refreshers,Strawberry Dragonfruit Dunkin' Coconut Refresher - Medium,Medium,170,4.5,3.5,0,0,65,31,0,28,27,1,4,356,579,1,,,,,,,,,,,,,
Dunkin,Dunkin' Coconut Refreshers,Strawberry Dragonfruit Dunkin' Coconut Refresher - Small,Small,110,3,2.5,0,0,45,20,0,19,18,0,2,237,387,0,,,,,,,,,,,,,
Dunkin,Dunkin' Refreshers,Mango Pineapple Dunkin' Refresher - Large,Large,170,0,0,0,0,25,42,0,39,39,1,0,34,17,0,,,,,,,,,,,,,
Dunkin,Dunkin' Refreshers,Mango Pineapple Dunkin' Refresher - Medium,Medium,130,0,0,0,0,15,32,0,29,29,1,0,25,12,0,,,,,,,,,,,,,
Dunkin,Dunkin' Refreshers,Mango Pineapple Dunkin' Refresher - Small,Small,90,0,0,0,0,10,21,0,19,19,0,0,17,9,0,,,,,,,,,,,,,
Dunkin,Dunkin' Refreshers,Strawberry Dragonfruit Dunkin' Refresher - Large,Large,170,0,0,0,0,20,39,0,37,37,1,0,33,16,0,,,,,,,,,,,,,
Dunkin,Dunkin' Refreshers,Strawberry Dragonfruit Dunkin' Refresher - Medium,Medium,130,0,0,0,0,15,29,0,27,27,1,0,24,10,0,,,,,,,,,,,,,
Dunkin,Dunkin' Refreshers,Strawberry Dragonfruit Dunkin' Refresher - Small,Small,80,0,0,0,0,10,19,0,18,18,0,0,16,8,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Chai Latte - Large,Large,690,12,7,0,35,220,132,2,129,111,12,5,567,434,1,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Chai Latte - Medium,Medium,520,9,5,0,25,160,99,2,96,83,9,4,426,325,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Chai Latte - Small,Small,350,6,3.5,0,20,110,66,1,64,55,6,2,284,217,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Matcha Latte with Skim Milk - Large,Large,480,0,0,0,5,95,111,2,109,100,8,6,293,242,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Matcha Latte with Skim Milk - Medium,Medium,360,0,0,0,5,70,83,1,82,75,6,5,220,182,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Matcha Latte with Skim Milk - Small,Small,240,0,0,0,0,50,55,1,54,50,4,3,146,121,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Matcha Latte with Whole Milk - Large,Large,530,6,3.5,0,20,95,110,2,109,100,8,6,248,225,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Matcha Latte with Whole Milk - Medium,Medium,390,4.5,2.5,0,15,75,83,1,81,75,6,5,186,169,0,,,,,,,,,,,,,
Dunkin,Frozen Specialty,Frozen Matcha Latte with Whole Milk - Small,Small,260,3,1.5,0,10,50,55,1,54,50,4,3,124,113,0,,,,,,,,,,,,,
Dunkin,Hash Browns,Hash Browns,6 Pieces,110,6,1.5,0,0,360,13,1,1,0,1,0,187,6,0,,,,,,,,,,,,,
Dunkin,Hot Americano,Americano - Large,Large,10,0,0,0,0,30,2,0,0,0,0,0,142,15,0,,,,,,,,,,,,,
Dunkin,Hot Americano,Americano - Medium,Medium,10,0,0,0,0,25,2,0,0,0,0,0,118,12,0,,,,,,,,,,,,,
Dunkin,Hot Americano,Americano - Small,Small,5,0,0,0,0,15,1,0,0,0,0,0,94,7,0,,,,,,,,,,,,,
Dunkin,Hot Espresso,Café con Leche - Large,Large,340,12,7,0,35,170,47,0,46,28,12,5,576,415,0,,,,,,,,,,,,,
Dunkin,Hot Espresso,Café con Leche - Medium,Medium,250,9,5,0,25,125,35,0,34,21,9,4,427,312,0,,,,,,,,,,,,,
Dunkin,Hot Espresso,Café con Leche - Small,Small,170,6,3.5,0,20,85,23,0,23,14,6,2,288,208,0,,,,,,,,,,,,,
Dunkin,Hot Espresso,Espresso with Sugar,Single Shot,60,0,0,0,0,5,15,0,14,14,0,0,46,1,0,,,,,,,,,,,,,
Dunkin,Hot Espresso,Hot Espresso,Single Shot,5,0,0,0,0,5,1,0,0,0,0,0,46,1,0,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Bold Breakfast Black Tea - Large,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Bold Breakfast Black Tea - Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Bold Breakfast Black Tea - Small,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Chamomile Fields Herbal Infusion - Large,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Chamomile Fields Herbal Infusion - Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Chamomile Fields Herbal Infusion - Small,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Cool Mint Herbal Infusion - Large,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Cool Mint Herbal Infusion - Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Cool Mint Herbal Infusion - Small,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Decaf Breakfast Black Tea - Large,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Decaf Breakfast Black Tea - Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Decaf Breakfast Black Tea - Small,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Harmony Leaf Green Tea - Large,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Harmony Leaf Green Tea - Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Harmony Leaf Green Tea - Small,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Hibiscus Kiss Herbal Infusion - Large,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Hibiscus Kiss Herbal Infusion - Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Hot Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Hibiscus Kiss Herbal Infusion - Small,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Iced Americano,Iced Americano - Large,Large,10,0,0,0,0,40,2,0,0,0,0,0,145,25,0,,,,,,,,,,,,,
Dunkin,Iced Americano,Iced Americano - Medium,Medium,10,0,0,0,0,30,2,0,0,0,0,0,116,18,0,,,,,,,,,,,,,
Dunkin,Iced Americano,Iced Americano - Small,Small,5,0,0,0,0,25,1,0,0,0,0,0,96,13,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Green Tea Sweetened - Large,Large,140,0,0,0,0,15,33,0,33,33,1,0,49,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Green Tea Sweetened - Medium,Medium,100,0,0,0,0,10,25,0,25,25,1,0,36,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Green Tea Sweetened - Small,Small,70,0,0,0,0,10,16,0,16,16,1,0,24,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Green Tea Unsweetened - Large,Large,5,0,0,0,0,15,0,0,0,0,1,0,49,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Green Tea Unsweetened - Medium,Medium,5,0,0,0,0,10,0,0,0,0,1,0,36,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Green Tea Unsweetened - Small,Small,5,0,0,0,0,10,0,0,0,0,1,0,24,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened - Large,Large,140,0,0,0,0,25,35,0,33,33,0,0,213,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened - Medium,Medium,100,0,0,0,0,20,26,0,25,25,0,0,159,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened - Small,Small,70,0,0,0,0,15,17,0,16,16,0,0,107,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened Blueberry Flavored - Medium,Medium,110,0,0,0,0,20,27,0,25,25,0,0,149,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened Blueberry Flavored - Large,Large,150,0,0,0,0,25,35,0,33,33,0,0,199,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened Blueberry Flavored - Small,Small,70,0,0,0,0,15,18,0,17,17,0,0,99,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened Raspberry Flavored - Large,Large,150,0,0,0,0,25,38,0,33,33,0,0,199,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened Raspberry Flavored - Medium,Medium,110,0,0,0,0,20,29,0,25,25,0,0,149,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Sweetened Raspberry Flavored - Small,Small,80,0,0,0,0,15,19,0,17,17,0,0,99,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened - Large,Large,5,0,0,0,0,25,2,0,0,0,0,0,196,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened - Medium,Medium,5,0,0,0,0,20,1,0,0,0,0,0,148,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened - Small,Small,5,0,0,0,0,15,1,0,0,0,0,0,102,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened Blueberry Flavored - Large,Large,15,0,0,0,0,25,2,0,0,0,0,0,199,10,0,,,,,,,,,,,,,
