Store,Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Beverage_prep, Total Fat (g),Trans Fat (g) , Sodium (mg), Total Carbohydrates (g) , Dietary Fibre (g), Sugars (g), Protein (g) ,Vitamin A (% DV) ,Vitamin C (% DV), Calcium (% DV) ,Iron (% DV) ,Caffeine (mg)
Dunkin,Hot Macchiato,Butter Pecan Swirl Hot Macchiato with Skim Milk - Large,Large,310,0,0,0,5,380,64,0,60,42,12,3,699,432,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Butter Pecan Swirl Hot Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,280,48,0,45,31,9,2,531,324,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Butter Pecan Swirl Hot Macchiato with Skim Milk - Small,Small,160,0,0,0,5,190,33,0,30,21,6,1,372,216,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Butter Pecan Swirl Hot Macchiato with Whole Milk - Large,Large,380,8,4.5,0,25,380,64,0,60,42,11,3,639,409,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Butter Pecan Swirl Hot Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,290,48,0,45,31,8,2,486,307,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Butter Pecan Swirl Hot Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,190,32,0,30,21,6,2,343,205,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Caramel Swirl Hot Macchiato with Skim Milk - Large,Large,310,0,0,0,10,190,66,0,63,46,11,3,867,404,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Caramel Swirl Hot Macchiato with Skim Milk - Medium,Medium,240,0,0,0,5,140,49,0,47,35,8,2,657,303,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Caramel Swirl Hot Macchiato with Skim Milk - Small,Small,160,0,0,0,5,95,33,0,32,23,6,1,456,203,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Caramel Swirl Hot Macchiato with Whole Milk - Large,Large,380,8,4.5,0,30,190,65,0,63,46,11,3,807,381,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Caramel Swirl Hot Macchiato with Whole Milk - Medium,Medium,290,6,3.5,0,20,140,49,0,47,35,8,2,612,286,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Caramel Swirl Hot Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,95,33,0,31,23,5,2,426,191,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,French Vanilla Swirl Hot Macchiato with Skim Milk - Large,Large,310,0,0,0,10,180,65,0,61,42,11,3,830,385,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,French Vanilla Swirl Hot Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,135,49,0,46,31,8,2,630,289,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,French Vanilla Swirl Hot Macchiato with Skim Milk - Small,Small,160,0,0,0,5,90,33,0,30,21,5,1,438,193,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,French Vanilla Swirl Hot Macchiato with Whole Milk - Large,Large,380,8,4.5,0,30,180,65,0,60,42,10,3,770,362,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,French Vanilla Swirl Hot Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,135,49,0,45,31,8,2,585,272,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,French Vanilla Swirl Hot Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,95,33,0,30,21,5,2,408,181,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Coconutmilk - Large,Large,50,4,3.5,0,0,65,3,0,0,0,1,3,451,507,1,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Coconutmilk - Medium,Medium,40,3,2.5,0,0,50,3,0,0,0,0,2,345,380,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Coconutmilk - Small,Small,30,2,1.5,0,0,35,2,0,0,0,0,2,249,254,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Oatmilk - Large,Large,120,3.5,0.5,0,0,130,23,3,5,4,2,6,527,336,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Oatmilk - Medium,Medium,90,2.5,0,0,0,100,17,2,4,3,2,4,402,252,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Oatmilk - Small,Small,60,2,0,0,0,70,12,1,2,2,1,3,286,169,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Skim Milk - Large,Large,90,0,0,0,5,120,14,0,12,0,8,3,520,301,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Skim Milk - Medium,Medium,70,0,0,0,5,90,11,0,9,0,6,2,397,226,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Skim Milk - Small,Small,50,0,0,0,0,65,7,0,6,0,4,1,283,151,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Skim Milk and Sugar - Large,Large,230,0,0,0,5,120,49,0,47,35,8,3,521,301,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Skim Milk and Sugar - Medium,Medium,170,0,0,0,5,90,37,0,35,26,6,2,397,226,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Skim Milk and Sugar - Small,Small,120,0,0,0,0,65,25,0,23,17,4,1,283,151,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Whole Milk - Large,Large,160,8,4.5,0,25,120,14,0,12,0,8,3,460,278,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Whole Milk - Medium,Medium,120,6,3.5,0,20,90,10,0,9,0,6,2,352,209,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Whole Milk - Small,Small,80,4,2.5,0,10,65,7,0,6,0,4,2,253,139,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Whole Milk and Sugar - Large,Large,290,8,4.5,0,25,120,49,0,46,35,8,3,461,278,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Whole Milk and Sugar - Medium,Medium,220,6,3.5,0,20,90,37,0,35,26,6,2,352,209,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Hot Macchiato with Whole Milk and Sugar - Small,Small,150,4,2.5,0,10,65,25,0,23,17,4,2,253,140,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Mocha Swirl Hot Macchiato with Skim Milk - Large,Large,300,1,0.5,0,5,150,65,2,58,46,10,3,871,312,2,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Mocha Swirl Hot Macchiato with Skim Milk - Medium,Medium,230,1,0.5,0,5,110,49,2,43,34,7,2,660,234,2,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Mocha Swirl Hot Macchiato with Skim Milk - Small,Small,150,0.5,0,0,0,75,33,1,29,23,5,1,458,156,1,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Mocha Swirl Hot Macchiato with Whole Milk - Large,Large,370,9,5,0,25,150,64,2,57,46,9,3,811,289,2,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Mocha Swirl Hot Macchiato with Whole Milk - Medium,Medium,280,7,4,0,20,115,48,2,43,34,7,2,615,217,2,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Mocha Swirl Hot Macchiato with Whole Milk - Small,Small,180,4.5,2.5,0,10,80,32,1,29,23,5,2,428,145,1,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Pink Velvet Swirl Iced Cappuccino with Skim Milk - Large,Large,300,0,0,0,5,200,61,0,59,42,12,3,708,443,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Pink Velvet Swirl Iced Cappuccino with Skim Milk - Medium,Medium,230,0,0,0,5,150,46,0,44,31,9,2,526,332,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Pink Velvet Swirl Iced Cappuccino with Skim Milk - Small,Small,150,0,0,0,5,100,30,0,30,21,6,1,354,222,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Pink Velvet Swirl Iced Cappuccino with Whole Milk - Large,Large,370,8,4.5,0,25,210,60,0,59,42,11,3,648,420,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Pink Velvet Swirl Iced Cappuccino with Whole Milk - Medium,Medium,280,6,3.5,0,20,150,45,0,44,31,8,2,482,314,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Pink Velvet Swirl Iced Cappuccino with Whole Milk - Small,Small,190,4,2.5,0,15,105,30,0,29,21,6,2,324,210,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Toasted White Chocolate Swirl Iced Cappuccino with Skim Milk - Large,Large,300,0,0,0,5,200,62,0,60,42,11,3,679,441,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Toasted White Chocolate Swirl Iced Cappuccino with Skim Milk - Medium,Medium,230,0,0,0,5,150,47,0,45,32,8,2,505,330,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Toasted White Chocolate Swirl Iced Cappuccino with Skim Milk - Small,Small,150,0,0,0,5,100,31,0,30,21,5,1,340,221,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Toasted White Chocolate Swirl Iced Cappuccino with Whole Milk - Large,Large,370,8,4.5,0,25,200,62,0,59,42,10,3,619,418,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Toasted White Chocolate Swirl Iced Cappuccino with Whole Milk - Medium,Medium,280,6,3.5,0,20,150,46,0,44,32,8,2,460,313,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Toasted White Chocolate Swirl Iced Cappuccino with Whole Milk - Small,Small,190,4,2.5,0,15,100,31,0,30,21,5,2,310,209,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Butter Pecan Swirl Iced Cappuccino with Skim Milk - Large,Large,310,0,0,0,5,390,64,0,60,42,11,3,658,446,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Butter Pecan Swirl Iced Cappuccino with Skim Milk - Medium,Medium,230,0,0,0,5,290,48,0,45,31,9,2,489,334,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Butter Pecan Swirl Iced Cappuccino with Skim Milk - Small,Small,150,0,0,0,5,190,32,0,30,21,6,1,329,223,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Butter Pecan Swirl Iced Cappuccino with Whole Milk - Large,Large,370,8,4.5,0,25,390,63,0,60,42,11,3,598,423,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Butter Pecan Swirl Iced Cappuccino with Whole Milk - Medium,Medium,280,6,3.5,0,20,290,47,0,45,31,8,2,444,317,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Butter Pecan Swirl Iced Cappuccino with Whole Milk - Small,Small,190,4,2.5,0,15,190,32,0,30,21,5,2,299,212,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Caramel Swirl Iced Cappuccino with Skim Milk - Large,Large,310,0,0,0,10,200,65,0,63,46,11,3,826,419,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Caramel Swirl Iced Cappuccino with Skim Milk - Medium,Medium,230,0,0,0,5,150,49,0,47,35,8,2,615,314,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Caramel Swirl Iced Cappuccino with Skim Milk - Small,Small,160,0,0,0,5,100,33,0,32,23,6,1,413,210,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Caramel Swirl Iced Cappuccino with Whole Milk - Large,Large,380,8,4.5,0,30,200,65,0,63,46,11,3,766,396,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Caramel Swirl Iced Cappuccino with Whole Milk - Medium,Medium,280,6,3.5,0,20,150,48,0,47,35,8,2,570,296,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Caramel Swirl Iced Cappuccino with Whole Milk - Small,Small,190,4,2.5,0,15,100,32,0,31,23,5,2,383,198,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,French Vanilla Swirl Iced Cappuccino with Skim Milk - Large,Large,310,0,0,0,10,190,65,0,61,42,11,3,789,400,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,French Vanilla Swirl Iced Cappuccino with Skim Milk - Medium,Medium,230,0,0,0,5,140,48,0,46,31,8,2,587,299,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,French Vanilla Swirl Iced Cappuccino with Skim Milk - Small,Small,150,0,0,0,5,95,32,0,30,21,5,1,395,200,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,French Vanilla Swirl Iced Cappuccino with Whole Milk - Large,Large,370,8,4.5,0,30,190,64,0,60,42,10,3,730,377,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,French Vanilla Swirl Iced Cappuccino with Whole Milk - Medium,Medium,280,6,3.5,0,20,140,48,0,45,31,8,2,542,282,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,French Vanilla Swirl Iced Cappuccino with Whole Milk - Small,Small,190,4,2.5,0,15,95,32,0,30,21,5,2,365,189,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Skim Milk - Large,Large,90,0,0,0,5,130,13,0,12,0,8,3,479,316,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Skim Milk - Medium,Medium,70,0,0,0,5,95,10,0,9,0,6,2,354,236,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Skim Milk - Small,Small,45,0,0,0,0,65,7,0,6,0,4,1,240,158,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Skim Milk and Sugar - Large,Large,230,0,0,0,5,130,48,0,47,35,8,3,480,316,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Skim Milk and Sugar - Medium,Medium,170,0,0,0,5,95,36,0,35,26,6,2,355,236,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Skim Milk and Sugar - Small,Small,110,0,0,0,0,65,24,0,23,17,4,1,240,158,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Whole Milk - Large,Large,160,8,4.5,0,25,130,13,0,12,0,8,3,419,293,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Whole Milk - Medium,Medium,120,6,3.5,0,20,100,10,0,9,0,6,2,310,219,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Whole Milk - Small,Small,80,4,2.5,0,10,65,7,0,6,0,4,2,210,147,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Whole Milk and Sugar - Large,Large,290,8,4.5,0,25,130,48,0,46,35,8,3,420,293,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Whole Milk and Sugar - Medium,Medium,220,6,3.5,0,20,100,36,0,35,26,6,2,310,219,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Iced Cappuccino with Whole Milk and Sugar - Small,Small,150,4,2.5,0,10,65,24,0,23,17,4,2,210,147,0,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Mocha Swirl Iced Cappuccino with Skim Milk - Large,Large,300,1,0.5,0,5,160,64,2,58,46,10,3,830,327,2,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Mocha Swirl Iced Cappuccino with Skim Milk - Medium,Medium,220,1,0.5,0,5,115,48,2,43,34,7,2,618,244,1,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Mocha Swirl Iced Cappuccino with Skim Milk - Small,Small,150,0.5,0,0,0,80,32,1,29,23,5,1,415,164,1,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Mocha Swirl Iced Cappuccino with Whole Milk - Large,Large,360,9,5,0,25,160,63,2,57,46,9,3,770,304,2,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Mocha Swirl Iced Cappuccino with Whole Milk - Medium,Medium,270,7,4,0,20,120,48,2,43,34,7,2,573,227,1,,,,,,,,,,,,,
Dunkin,Iced Cappuccino,Mocha Swirl Iced Cappuccino with Whole Milk - Small,Small,180,4.5,2.5,0,10,80,32,1,29,23,5,2,385,152,1,,,,,,,,,,,,,
Dunkin,Iced Coffee,Hazelnut Chai Iced Coffee - Large,Large,200,2.5,1,0,5,80,39,2,34,31,3,1,332,104,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Hazelnut Chai Iced Coffee - Medium,Medium,150,1.5,1,0,5,60,30,1,26,23,2,1,249,77,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Hazelnut Chai Iced Coffee - Small,Small,100,1,0.5,0,5,40,20,1,17,15,1,0,166,52,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Pink Velvet Swirl Iced Coffee with Black - Large,Large,220,0,0,0,0,95,47,0,47,42,4,0,477,147,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Pink Velvet Swirl Iced Coffee with Black - Medium,Medium,160,0,0,0,0,70,36,0,35,31,3,0,371,110,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Pink Velvet Swirl Iced Coffee with Black - Small,Small,110,0,0,0,0,45,24,0,23,21,2,0,252,74,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Pink Velvet Swirl Iced Coffee with Cream - Large,Large,330,12,6,0,40,135,49,0,49,42,6,1,532,201,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Pink Velvet Swirl Iced Coffee with Cream - Medium,Medium,250,9,4.5,0,30,100,37,0,36,31,4,0,412,150,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Pink Velvet Swirl Iced Coffee with Cream - Small,Small,170,6,3,0,20,70,25,0,24,21,3,0,279,101,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Toasted White Chocolate Swirl Iced Coffee with Black - Large,Large,220,0,0,0,0,90,49,0,48,42,3,0,448,145,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Toasted White Chocolate Swirl Iced Coffee with Black - Medium,Medium,160,0,0,0,0,65,37,0,36,32,2,0,336,108,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Toasted White Chocolate Swirl Iced Coffee with Black - Small,Small,110,0,0,0,0,45,24,0,24,21,2,0,224,73,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Toasted White Chocolate Swirl Iced Coffee with Cream - Large,Large,330,12,6,0,40,130,51,0,49,42,5,1,503,199,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Toasted White Chocolate Swirl Iced Coffee with Cream - Medium,Medium,250,9,4.5,0,30,95,38,0,37,32,4,0,377,148,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Toasted White Chocolate Swirl Iced Coffee with Cream - Small,Small,170,6,3,0,20,65,25,0,25,21,2,0,251,99,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,White Chocolate Raspberry Iced Coffee - Large,Large,340,12,6,0,40,130,53,0,49,42,5,1,503,199,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,White Chocolate Raspberry Iced Coffee - Medium,Medium,260,9,4.5,0,30,95,40,0,37,32,4,0,377,148,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,White Chocolate Raspberry Iced Coffee - Small,Small,170,6,3,0,20,65,26,0,25,21,2,0,251,99,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,White Hazelnut Bark Iced Coffee - Large,Large,340,12,6,0,40,130,53,0,49,42,5,1,503,199,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,White Hazelnut Bark Iced Coffee - Medium,Medium,260,9,4.5,0,30,95,40,0,37,32,4,0,377,148,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,White Hazelnut Bark Iced Coffee - Small,Small,170,6,3,0,20,65,26,0,25,21,2,0,251,99,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Butter Pecan Swirl Iced Coffee with Black - Large,Large,220,0,0,0,0,280,50,0,48,42,4,0,427,150,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Butter Pecan Swirl Iced Coffee with Black - Medium,Medium,170,0,0,0,0,210,38,0,36,31,3,0,333,112,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Butter Pecan Swirl Iced Coffee with Black - Small,Small,110,0,0,0,0,140,25,0,24,21,2,0,227,76,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Butter Pecan Swirl Iced Coffee with Cream - Large,Large,340,12,6,0,35,320,52,0,50,42,5,1,482,204,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Butter Pecan Swirl Iced Coffee with Cream - Medium,Medium,250,9,4.5,0,30,240,39,0,37,31,4,0,374,153,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Butter Pecan Swirl Iced Coffee with Cream - Small,Small,170,6,3,0,20,160,26,0,25,21,3,0,254,103,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Caramel Swirl Iced Coffee - Large,Large,230,0,0,0,5,85,52,0,51,46,3,0,594,123,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Caramel Swirl Iced Coffee - Medium,Medium,170,0,0,0,5,65,39,0,38,35,3,0,459,92,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Caramel Swirl Iced Coffee - Small,Small,110,0,0,0,0,45,26,0,26,23,2,0,311,62,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Caramel Swirl Iced Coffee with Cream - Large,Large,340,12,6,0,40,130,53,0,53,46,5,1,649,177,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Caramel Swirl Iced Coffee with Cream - Medium,Medium,260,9,4.5,0,30,95,40,0,40,35,4,0,500,132,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Caramel Swirl Iced Coffee with Cream - Small,Small,170,6,3,0,20,65,27,0,26,23,3,0,338,89,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,French Vanilla Swirl Iced Coffee - Large,Large,220,0,0,0,5,80,51,0,49,42,3,0,558,104,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,French Vanilla Swirl Iced Coffee - Medium,Medium,170,0,0,0,5,60,38,0,37,31,2,0,432,77,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,French Vanilla Swirl Iced Coffee - Small,Small,110,0,0,0,0,40,26,0,24,21,2,0,293,52,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,French Vanilla Swirl Iced Coffee with Cream - Large,Large,340,12,6,0,40,120,53,0,50,42,5,1,613,157,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,French Vanilla Swirl Iced Coffee with Cream - Medium,Medium,250,9,4.5,0,30,90,40,0,38,31,4,0,473,118,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,French Vanilla Swirl Iced Coffee with Cream - Small,Small,170,6,3,0,20,60,26,0,25,21,2,0,320,79,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Café Au Lait with Skim Milk - Large,Large,90,0,0,0,5,120,12,0,12,0,9,3,548,315,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Café Au Lait with Skim Milk - Medium,Medium,60,0,0,0,5,90,9,0,9,0,6,2,411,235,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Café Au Lait with Skim Milk - Small,Small,45,0,0,0,0,60,6,0,6,0,4,1,274,158,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Café Au Lait with Whole Milk - Large,Large,150,8,4.5,0,25,120,12,0,12,0,8,3,488,292,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Café Au Lait with Whole Milk - Medium,Medium,110,6,3.5,0,20,90,9,0,9,0,6,2,366,218,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Café Au Lait with Whole Milk - Small,Small,80,4,2.5,0,10,60,6,0,6,0,4,2,244,146,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee - Large,Large,5,0,0,0,0,20,0,0,0,0,1,0,275,21,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee - Medium,Medium,5,0,0,0,0,15,0,0,0,0,0,0,206,15,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee - Small,Small,5,0,0,0,0,10,0,0,0,0,0,0,137,11,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with AlmondMilk - Large,Large,35,1,0,0,0,75,5,0,5,5,1,1,298,193,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with AlmondMilk - Medium,Medium,25,0.5,0,0,0,50,4,0,3,3,1,1,221,130,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with AlmondMilk - Small,Small,15,0,0,0,0,30,2,0,2,2,0,0,145,68,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Coconutmilk - Large,Large,20,1.5,1,0,0,35,1,0,0,0,1,1,351,208,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Coconutmilk - Medium,Medium,15,1,1,0,0,25,0,0,0,0,1,1,257,140,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Coconutmilk - Small,Small,10,0.5,0,0,0,15,0,0,0,0,0,0,163,73,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Cream - Large,Large,120,12,6,0,35,65,2,0,2,0,2,1,330,75,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Cream - Medium,Medium,90,9,4.5,0,25,45,1,0,1,0,2,0,247,55,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Cream - Small,Small,60,6,3,0,20,30,1,0,1,0,1,0,165,37,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Cream and Sugar - Large,Large,260,12,6,0,35,65,37,0,36,35,2,1,330,75,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Cream and Sugar - Medium,Medium,190,9,4.5,0,25,45,27,0,27,26,2,0,247,55,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Cream and Sugar - Small,Small,130,6,3,0,20,30,18,0,18,17,1,0,165,38,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Oatmilk - Large,Large,45,1.5,0,0,0,60,8,1,2,1,1,2,380,144,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Oatmilk - Medium,Medium,30,1,0,0,0,40,5,1,1,1,1,1,276,97,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Oatmilk - Small,Small,15,0,0,0,0,25,3,0,1,0,1,1,172,52,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Skim Milk - Large,Large,25,0,0,0,0,45,3,0,3,0,3,1,343,94,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Skim Milk - Medium,Medium,20,0,0,0,0,35,2,0,2,0,2,1,257,70,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Skim Milk - Small,Small,15,0,0,0,0,25,2,0,2,0,1,0,172,47,0,,,,,,,,,,,,,
Dunkin,Iced Coffee,Iced Coffee with Skim Milk and Sugar - Large,Large,160,0,0,0,0,45,38,0,38,35,3,1,344,95,0,,,,,,,,,,,,,
